,name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
1747,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Diesel,Manual,First,18.9,1197.0,81.86,5,5.0
1748,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5,9.0
1749,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9,1248.0,74.0,5,5.22
1750,Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,Diesel,Manual,First,16.47,1198.0,73.9,5,3.8
1751,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Diesel,Manual,First,18.16,1197.0,78.9,5,7.27
1752,Maruti Swift VXI,Mumbai,2016,23555,Diesel,Manual,First,22.0,1197.0,81.8,5,5.1
1753,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143.0,203.0,5,29.0
1754,Maruti Wagon R VXI,Pune,2013,61000,Diesel,Manual,First,18.9,998.0,67.1,5,2.9
1755,Tata Nano Lx BSIV,Kochi,2012,4187,Diesel,Manual,First,26.0,624.0,35.0,4,1.38
1756,Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,Diesel,Manual,First,13.4,1798.0,157.8,5,5.5
1757,Volkswagen Polo GT TSI,Mumbai,2016,28000,Diesel,Automatic,First,17.21,1197.0,103.5,5,7.25
1758,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582.0,126.32,5,6.98
1759,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248.0,74.0,5,5.25
1760,Hyundai EON D Lite Plus,Kolkata,2013,36000,Diesel,Manual,First,21.1,814.0,55.2,5,1.95
1761,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5,24.5
1762,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,Diesel,Manual,First,12.99,2494.0,100.0,7,8.31
1763,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987.0,254.8,5,36.0
1764,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5,5.5
1765,Honda Accord 2.4 AT,Kochi,2011,62332,Diesel,Automatic,First,11.7,2354.0,177.6,5,5.89
1766,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,Diesel,Manual,First,20.34,1498.0,103.2,5,7.95
1767,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Diesel,Manual,First,17.0,1197.0,80.0,5,2.75
1768,Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5,6.25
1769,Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399.0,68.05,5,4.95
1770,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Diesel,Manual,First,18.6,1197.0,81.83,5,6.27
1771,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582.0,126.2,5,8.65
1772,Hyundai Grand i10 Asta,Kolkata,2014,37000,Diesel,Manual,First,18.9,1197.0,82.0,5,3.5
1773,Audi Q5 2.0 TDI,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5,35.0
1774,Maruti Swift Dzire ZXi,Kolkata,2015,27000,Diesel,Manual,First,17.5,1298.0,85.8,5,4.45
1775,Hyundai i20 Magna,Kolkata,2012,37000,Diesel,Manual,First,18.5,1197.0,80.0,5,2.65
1776,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5,4.7
1777,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5,8.9
1778,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956.0,170.0,5,17.45
1779,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248.0,88.5,5,9.58
1780,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,Diesel,Manual,First,14.28,1798.0,138.03,5,6.22
1781,Mahindra XUV500 W8 2WD,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179.0,140.0,7,7.8
1782,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5,27.75
1783,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5,7.0
1784,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987.0,254.79,5,64.87
1785,Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5,6.5
1786,Hyundai i20 1.2 Magna,Jaipur,2011,82000,Diesel,Manual,Second,18.5,1197.0,80.0,5,2.7
1787,Honda Brio S MT,Mumbai,2012,70000,Diesel,Manual,Second,19.4,1198.0,86.8,5,2.5
1788,Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461.0,84.8,7,3.9
1789,Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,Diesel,Manual,First,16.47,1198.0,73.9,5,3.95
1790,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Diesel,Manual,Second,20.36,1197.0,78.9,5,2.1
1791,Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4,3.5
1792,Hyundai i10 Era,Hyderabad,2007,70000,Diesel,Manual,Second,19.81,1086.0,68.05,5,2.0
1793,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77,1248.0,88.76,7,5.35
1794,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8,1498.0,98.6,5,3.8
1795,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,Diesel,Automatic,First,15.5,1595.0,122.0,5,17.25
1796,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Diesel,Manual,First,18.9,1197.0,81.86,5,5.53
1797,Hyundai i10 Sportz 1.2,Pune,2009,68000,Diesel,Manual,Third,20.36,1197.0,78.9,5,1.95
1798,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248.0,74.0,5,8.2
1799,Honda City 1.3 EXI,Pune,1999,140000,Diesel,Manual,First,13.0,1343.0,90.0,5,0.9
1800,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Diesel,Manual,Third,12.99,2494.0,100.6,7,6.5
1801,Mini Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5,19.41
1802,Fiat Linea T-Jet Active,Coimbatore,2016,39228,Diesel,Manual,First,15.7,1368.0,112.4,5,6.58
1803,Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Diesel,Manual,Second,14.49,1399.0,92.7,5,2.1
1804,Hyundai i10 Era 1.1,Chennai,2008,85445,Diesel,Manual,Second,19.81,1086.0,68.05,5,2.0
1805,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4,1120.0,71.0,5,3.7
1806,Maruti Celerio VXI AT,Mumbai,2014,53000,Diesel,Automatic,First,23.1,998.0,67.04,5,3.8
1807,Hyundai i10 Sportz,Jaipur,2014,60000,Diesel,Manual,First,20.36,1197.0,78.9,5,3.25
1808,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461.0,83.8,5,5.53
1809,BMW 3 Series 320d,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5,10.9
1810,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Diesel,Manual,First,18.9,1197.0,82.0,5,5.1
1811,Chevrolet Spark 1.0 LS,Pune,2009,44200,Diesel,Manual,Second,18.0,995.0,62.0,5,1.6
1812,Honda City i VTEC VX Option,Ahmedabad,2018,14000,Diesel,Manual,First,17.4,1497.0,117.3,5,11.25
1813,Volkswagen Vento Diesel Highline,Chennai,2013,720000,Diesel,Manual,First,20.54,1598.0,103.6,5,5.9
1814,Toyota Fortuner 4x2 4 Speed AT,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7,14.4
1815,Honda City 1.5 S MT,Delhi,2011,68000,Diesel,Manual,First,17.0,1497.0,118.0,5,3.6
1816,BMW 5 Series 2013-2017 520d Luxury Line,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995.0,190.0,5,40.5
1817,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5,38.95
1818,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5,3.6
1819,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5,7.12
1820,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5,7.52
1821,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5,10.35
1822,Skoda Rapid 1.6 MPI Elegance,Hyderabad,2014,56000,Diesel,Manual,First,15.0,1598.0,103.52,5,7.0
1823,Toyota Fortuner 3.0 Diesel,Delhi,2011,60000,Diesel,Manual,First,11.5,2982.0,171.0,7,10.85
1824,Chevrolet Optra Magnum 2.0 LT BS3,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5,2.35
1825,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Diesel,Manual,First,15.1,1196.0,73.0,7,2.9
1826,Maruti Ciaz ZXi,Delhi,2017,17000,Diesel,Manual,First,20.73,1373.0,91.1,5,7.65
1827,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5,6.4
1828,Toyota Innova 2.5 LE 2014 Diesel 7 Seater,Pune,2014,102418,Diesel,Manual,First,12.99,2494.0,100.6,7,10.1
1829,Maruti Swift Dzire VXI,Kolkata,2014,48800,Diesel,Manual,First,19.1,1197.0,85.8,5,4.25
1830,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.65
1831,Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5,4.4
1832,Hyundai i20 Magna,Jaipur,2012,100000,Diesel,Manual,First,18.5,1197.0,82.85,5,3.25
1833,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8,1399.0,68.0,5,2.8
1834,Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248.0,73.74,8,4.3
1835,Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5,1.55
1836,Honda CR-V 2.4 MT,Chennai,2007,98000,Diesel,Manual,Second,10.8,2354.0,152.0,5,4.7
1837,Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Diesel,Manual,First,18.7,1199.0,88.7,5,7.07
1838,Mercedes-Benz GLS 350d Grand Edition,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7,79.0
1839,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Diesel,Manual,First,18.9,1197.0,81.86,5,5.75
1840,Maruti Ritz VXi,Mumbai,2012,29000,Diesel,Manual,First,18.5,1197.0,85.8,5,3.25
1841,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5,8.89
1842,Honda City i VTEC SV,Mumbai,2015,73070,Diesel,Manual,First,17.4,1497.0,117.3,5,5.9
1843,Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Diesel,Manual,First,18.7,1199.0,88.7,5,4.95
1844,Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8,1248.0,75.0,5,3.75
1845,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5,10.97
1846,Audi A7 2011-2015 3.0 TDI Quattro,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5,24.94
1847,Hyundai EON D Lite Plus,Kolkata,2014,26008,Diesel,Manual,First,21.1,814.0,55.2,5,1.97
1848,Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5,1.4
1849,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Diesel,Manual,First,17.0,1198.0,73.75,5,7.27
1850,Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5,4.0
1851,Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Diesel,Manual,First,18.7,1199.0,88.7,5,4.75
1852,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Diesel,Manual,First,17.0,1197.0,80.0,5,5.1
1853,Audi A4 3.0 TDI Quattro Premium,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5,16.11
1854,Mahindra Ssangyong Rexton RX7,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7,10.55
1855,Toyota Fortuner 2.8 2WD AT,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7,30.0
1856,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896.0,66.0,5,1.6
1857,Mercedes-Benz New C-Class 250 CDI Classic,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5,18.49
1858,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Diesel,Manual,First,20.73,1373.0,91.1,5,9.96
1859,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5,4.75
1860,Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10,3.65
1861,BMW 5 Series 2007-2010 525d Sedan,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5,15.5
1862,Mitsubishi Pajero 2.8 SFX BSIII Dual Tone,Kochi,2013,48272,Diesel,Manual,First,10.5,2835.0,116.9,6,11.82
1863,Toyota Corolla H2,Delhi,2008,63000,Diesel,Manual,First,13.4,1794.0,125.0,5,2.05
1864,Maruti Wagon R LXI CNG,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998.0,58.16,5,3.3
1865,Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Diesel,Manual,First,16.8,796.0,34.2,8,2.25
1866,Audi A6 2011-2015 2.0 TDI,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5,20.12
1867,Hyundai Xcent 1.2 Kappa S Option CNG,Chennai,2017,46000,CNG,Manual,First,25.0,1197.0,81.86,5,4.95
1868,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5,7.48
1869,Mercedes-Benz E-Class 200 Kompressor Elegance,Mumbai,2004,85000,Diesel,Automatic,Second,10.5,1796.0,157.7,5,5.5
1870,Audi A4 2.0 TDI,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5,13.19
1871,Maruti Swift Dzire VXI,Mumbai,2012,88000,Diesel,Manual,First,19.1,1197.0,85.8,5,3.85
1872,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4,1248.0,73.75,5,5.75
1873,Mahindra XUV500 W8 4WD,Pune,2014,81000,Diesel,Manual,First,15.1,2179.0,140.0,7,9.0
1874,Chevrolet Beat LT,Kochi,2012,83381,Diesel,Manual,First,18.6,1199.0,79.4,5,2.21
1875,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5,8.09
1876,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5,48.63
1877,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968.0,174.3,5,39.47
1878,BMW X1 sDrive 20d xLine,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5,22.24
1879,Hyundai i10 Magna AT,Mumbai,2009,21000,Diesel,Automatic,First,19.2,1197.0,80.0,5,2.6
1880,Hyundai Creta 1.6 CRDi AT SX Plus,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5,12.0
1881,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5,18.0
1882,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2007,55000,Diesel,Automatic,Third,10.13,3498.0,364.9,5,9.99
1883,Hyundai i10 Magna,Kolkata,2012,58235,Diesel,Manual,First,20.36,1197.0,78.9,5,2.45
1884,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498.0,98.96,5,8.99
1885,Volkswagen Vento Diesel Highline,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5,3.15
1886,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248.0,73.75,5,8.2
1887,Mahindra Scorpio 1.99 S10,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997.0,120.0,7,11.5
1888,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396.0,88.73,5,7.3
1889,Maruti Alto LXi,Chennai,2008,65000,Diesel,Manual,First,19.7,796.0,46.3,5,1.59
1890,Hyundai i10 Magna,Delhi,2015,34951,Diesel,Manual,Second,20.36,1197.0,78.9,5,3.15
1891,Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7,8.5
1892,Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199.0,75.0,5,3.0
1893,BMW X5 xDrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5,21.0
1894,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5,7.75
1895,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5,23.0
1896,Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7,13.75
1897,Honda City i VTEC CVT SV,Kochi,2017,39430,Diesel,Automatic,First,18.0,1497.0,117.3,5,8.29
1898,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5,5.79
1899,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5,30.5
1900,Honda City 1.5 S MT,Mumbai,2011,49999,Diesel,Manual,First,17.0,1497.0,118.0,5,3.8
1901,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7,4.45
1902,Hyundai i20 Magna,Delhi,2012,54000,Diesel,Manual,First,18.5,1197.0,82.85,5,3.3
1903,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5,1.75
1904,Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Diesel,Automatic,Second,12.9,1799.0,130.0,5,5.5
1905,Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5,13.35
1906,Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5,22.5
1907,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Diesel,Manual,Second,17.0,1591.0,121.3,5,5.25
1908,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5,3.75
1909,Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,24.2,1498.0,98.6,7,6.32
1910,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5,7.75
1911,Ford Fiesta 1.6 ZXI Duratec,Chennai,2006,87000,Diesel,Manual,Second,15.3,1596.0,101.0,5,1.37
1912,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Diesel,Manual,First,20.36,1197.0,78.9,5,2.1
1913,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5,9.3
1914,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494.0,100.6,7,12.0
1915,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5,23.5
1916,Maruti Alto LXi BSIII,Hyderabad,2006,71993,Diesel,Manual,First,19.7,796.0,46.3,5,1.8
1917,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5,12.5
1918,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1248.0,74.0,5,4.74
1919,Hyundai Grand i10 Sportz,Kochi,2016,26038,Diesel,Manual,First,18.9,1197.0,82.0,5,5.43
1920,Toyota Fortuner 4x4 AT,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982.0,168.5,7,31.62
1921,Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,Diesel,Manual,First,12.4,1998.0,132.0,8,6.3
1922,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77,1498.0,98.59,5,8.45
1923,Ford Figo 1.2P Titanium MT,Pune,2016,54000,Diesel,Manual,First,18.16,1196.0,86.8,5,5.0
1924,Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,Diesel,Manual,First,11.5,2982.0,171.0,7,13.0
1925,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Diesel,Manual,First,19.1,1197.0,85.8,5,4.7
1926,BMW 7 Series 740Li,Coimbatore,2018,28060,Diesel,Automatic,First,12.05,2979.0,320.0,5,93.67
1927,Skoda Superb 1.8 TSI MT,Pune,2012,282000,Diesel,Manual,First,13.14,1798.0,160.0,5,3.3
1928,Maruti Wagon R LXI Minor,Jaipur,2009,111000,Diesel,Manual,Second,18.9,1061.0,67.0,5,1.51
1929,Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,Diesel,Manual,First,19.01,1461.0,108.45,5,6.09
1930,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Diesel,Manual,First,20.73,1373.0,91.1,5,5.95
1931,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5,9.0
1932,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5,4.25
1933,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5,23.5
1934,Honda Accord 2.4 A/T,Mumbai,2011,54774,Diesel,Automatic,First,11.7,2354.0,177.6,5,6.35
1935,Maruti Celerio VXI,Chennai,2014,41123,Diesel,Manual,First,23.1,998.0,67.04,5,3.4
1936,BMW 7 Series 740Li,Bangalore,2017,17465,Diesel,Automatic,First,12.05,2979.0,320.0,5,93.0
1937,BMW 3 Series 320d Sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5,21.6
1938,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5,4.0
1939,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5,5.5
1940,Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5,19.25
1941,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5,3.95
1942,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5,4.25
1943,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5,17.02
1944,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7,6.5
1945,Ford Figo Petrol ZXI,Bangalore,2011,68465,Diesel,Manual,First,15.6,1196.0,70.0,5,2.95
1946,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5,7.12
1947,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5,11.25
1948,Honda City 1.5 S MT,Delhi,2009,65055,Diesel,Manual,First,17.0,1497.0,118.0,5,2.75
1949,Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7,12.0
1950,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Diesel,Manual,First,20.14,1197.0,81.86,5,3.67
1951,Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,2200,Diesel,Manual,First,15.7,1390.0,75.0,5,2.3
1952,Skoda Octavia 1.9 TDI,Pune,2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5,2.2
1953,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7,41.0
1954,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5,28.5
1955,Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Diesel,Manual,First,15.04,1598.0,103.2,5,5.49
1956,Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5,17.5
1957,Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5,1.99
1958,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5,6.64
1959,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393.0,147.8,7,16.5
1960,Hyundai Grand i10 Asta Option,Pune,2016,25000,Diesel,Manual,First,18.9,1197.0,82.0,5,5.0
1961,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Diesel,Manual,First,17.0,1198.0,73.75,5,5.4
1962,Renault KWID RXT,Kolkata,2017,25000,Diesel,Manual,First,25.17,799.0,53.3,5,2.99
1963,Honda City 1.5 S MT,Jaipur,2011,95936,Diesel,Manual,First,17.0,1497.0,118.0,5,4.1
1964,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Diesel,Automatic,First,18.9,1197.0,81.86,5,6.76
1965,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Diesel,Manual,Second,18.78,999.0,75.0,5,5.5
